timestamp,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_q_6,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_q_6,measured_tq_0,measured_tq_1,measured_tq_2,measured_tq_3,measured_tq_4,measured_tq_5,measured_tq_6,external_tq_0,external_tq_1,external_tq_2,external_tq_3,external_tq_4,external_tq_5,external_tq_6,force_X,force_Y,force_Z
1688472807.413,-0.11423471042497198,0.5927502500161543,-0.06838953740659565,-1.2600009134794348,0.03977516301143348,1.290141778494731,-0.18193000156093403,-0.11423143302388598,0.5927034816281026,-0.06830049321706973,-1.2599849345538,0.03968552342464985,1.2901949782029103,-0.1819052308664421,1.0673342819213867,59.37282186889649,1.5468187141418457,-26.842630958557127,0.6127409362792968,-0.24096871185302735,0.2035885238647461,1.0622560695375083,10.53818393799796,0.41075962448024395,-6.250421289035078,0.01262123216291506,-0.2525498995688734,0.2051834996829982,-1.441721987122533,1.7814709492629568,17.303503493507016
1688472807.546,-0.11423471042497198,0.5927502500161543,-0.06838947741090261,-1.2600009134794348,0.03977516301143348,1.290141778494731,-0.18193000156093403,-0.11423143302388598,0.5927034816281026,-0.06830049321706973,-1.2599849345538,0.03968552342464985,1.2901949782029103,-0.1819052308664421,1.0579245338439942,59.38088736724853,1.5424168395996094,-26.87520483016968,0.6145016860961914,-0.23863245010375977,0.20559103393554687,1.0647429485546882,10.54055739790061,0.4119335633520478,-6.254333524694932,0.01335773111615008,-0.25216715858937,0.20519826803729158,-1.430684026292428,1.7873901657994984,17.310901882617642
1688472807.616,-0.11423459054266896,0.5927502500161543,-0.06838947741090261,-1.2600009134794348,0.03977525900454234,1.290141778494731,-0.18193000156093403,-0.11423143302388598,0.5927034816281026,-0.06830049321706973,-1.2599849345538,0.03968552342464985,1.2901949782029103,-0.1819052308664421,1.0565802841186522,59.37685461807251,1.5362542152404786,-26.873444080352783,0.6118605613708497,-0.23829869842529297,0.20525728225708006,1.0662733233740596,10.535641942571205,0.41215552688482004,-6.253014635756931,0.0134289356033328,-0.25230158684965753,0.2057794078995216,-1.4237556980811432,1.7919014848847585,17.305684404338308
1688472807.718,-0.11423459054266896,0.5927502500161543,-0.06838953740659565,-1.2600008535928247,0.03977516301143348,1.2901415987258182,-0.18193000156093403,-0.11423143302388598,0.5927034816281026,-0.06830049321706973,-1.2599849345538,0.03968552342464985,1.2901949782029103,-0.1819052308664421,1.0646457824707032,59.37685461807251,1.5476990890502929,-26.832946834564208,0.6189035606384278,-0.24130246353149415,0.20458977890014649,1.060232510050262,10.541058978229554,0.40871226966401797,-6.25295512727946,0.012437102123254822,-0.25235534140422683,0.20537136693668057,-1.440188732674222,1.7789381927086683,17.308125619886273
1688472807.819,-0.11423471042497198,0.5927502500161543,-0.06838959729320561,-1.2600009134794348,0.03977525900454234,1.2901415987258182,-0.18193000156093403,-0.11423143302388598,0.5927034816281026,-0.06830049321706973,-1.2599849345538,0.03968552342464985,1.2901949782029103,-0.1819052308664421,1.0633015327453614,59.37416611862183,1.5406560897827148,-26.841750583648682,0.606578311920166,-0.24030120849609374,0.2049235305786133,1.066182191986602,10.536889073598584,0.41116754155073443,-6.248900443859644,0.012718802225185007,-0.2523588955320538,0.2048980979694976,-1.4456071610889751,1.7867583349563345,17.299816529886318
1688472807.917,-0.11423459054266896,0.5927502500161543,-0.06838959729320561,-1.2600009134794348,0.03977516301143348,1.2901415987258182,-0.18193006155662708,-0.11423143302388598,0.5927034816281026,-0.06830049321706973,-1.2599849345538,0.03968552342464985,1.2901949782029103,-0.1819052308664421,1.0579245338439942,59.36206787109375,1.541536464691162,-26.8681618309021,0.6136213111877441,-0.23763119506835936,0.2029210205078125,1.0606317864209198,10.53420396882645,0.408624827179383,-6.253551902844352,0.012162720709702288,-0.25194375421163295,0.2051911230751867,-1.415906347911705,1.7800049289522184,17.30292899718654
1688472808.017,-0.11423459054266896,0.5927502500161543,-0.06838947741090261,-1.2600009134794348,0.03977506719285755,1.290141778494731,-0.18193000156093403,-0.11423143302388598,0.5927034816281026,-0.06830049321706973,-1.2599849345538,0.03968552342464985,1.2901949782029103,-0.1819052308664421,1.0606130332946777,59.36072362136841,1.5432972145080566,-26.871683330535888,0.6136213111877441,-0.23863245010375977,0.20792729568481444,1.0575091564119656,10.531086448968274,0.4085433401253883,-6.255965375818585,0.013591470927600949,-0.2524840065672862,0.20523376745429975,-1.398351345176773,1.7841530914121546,17.308466110027464
1688472808.122,-0.11423459054266896,0.5927502500161543,-0.06838959729320561,-1.2600009134794348,0.03977516301143348,1.290141778494731,-0.18193006155662708,-0.11423143302388598,0.5927034816281026,-0.06830049321706973,-1.2599849345538,0.03968552342464985,1.2901949782029103,-0.1819052308664421,1.052547534942627,59.387608615875244,1.5362542152404786,-26.85495620727539,0.603056812286377,-0.24030120849609374,0.20559103393554687,1.064952039384928,10.53472526202459,0.4116912145375139,-6.253275527402872,0.012202563705132395,-0.2522165123057273,0.20492425013236545,-1.4199028503048388,1.7882624043502817,17.302724017039026
1688472808.224,-0.11423459054266896,0.5927502500161543,-0.06838959729320561,-1.2600009134794348,0.03977525900454234,1.290141778494731,-0.18193000156093403,-0.11423143302388598,0.5927034816281026,-0.06830049321706973,-1.2599849345538,0.03968552342464985,1.2901949782029103,-0.1819052308664421,1.0606130332946777,59.37282186889649,1.5397757148742675,-26.879606704711914,0.6092194366455078,-0.23896620178222655,0.20559103393554687,1.0635740867055108,10.536767192945923,0.4108714542233133,-6.2543454766802045,0.01213261744535421,-0.25259184547570435,0.2051456267926125,-1.4187695930865325,1.7825545493081565,17.30795496924395
1688472808.324,-0.11423459054266896,0.5927502500161543,-0.06838959729320561,-1.2600009134794348,0.03977525900454234,1.2901416586124281,-0.18193000156093403,-0.11423143302388598,0.5927034816281026,-0.06830049321706973,-1.2599849345538,0.03968552342464985,1.2901949782029103,-0.1819052308664421,1.0633015327453614,59.364756370544434,1.5424168395996094,-26.8514347076416,0.6083390617370605,-0.23996745681762696,0.20392227554321288,1.0637272567819933,10.541015194853394,0.4118210946788871,-6.2566522437616765,0.011501073103441953,-0.2520996368993604,0.2049974385675633,-1.4222766205649626,1.7851896207909295,17.314628556601185
