time,{ur5e}.ur5e.actual_q0,{ur5e}.ur5e.actual_q1,{ur5e}.ur5e.actual_q2,{ur5e}.ur5e.actual_q3,{ur5e}.ur5e.actual_q4,{ur5e}.ur5e.actual_q5,{ur5e}.ur5e.actual_X,{ur5e}.ur5e.actual_Y,{ur5e}.ur5e.actual_Z,{ur5e}.ur5e.actual_x,{ur5e}.ur5e.actual_y,{ur5e}.ur5e.actual_z,{kuka}.kuka.actual_q0,{kuka}.kuka.actual_q1,{kuka}.kuka.actual_q2,{kuka}.kuka.actual_q3,{kuka}.kuka.actual_q4,{kuka}.kuka.actual_q5,{kuka}.kuka.actual_q6,{kuka}.kuka.actual_X,{kuka}.kuka.actual_Y,{kuka}.kuka.actual_Z,{kuka}.kuka.actual_x,{kuka}.kuka.actual_y,{kuka}.kuka.actual_z,{rabbitmq}.rabbitmq.target_X_ur5e,{rabbitmq}.rabbitmq.target_Y_ur5e,{rabbitmq}.rabbitmq.target_Z_ur5e,{rabbitmq}.rabbitmq.target_X_kuka,{rabbitmq}.rabbitmq.target_Y_kuka,{rabbitmq}.rabbitmq.target_Z_kuka,{rabbitmq}.rabbitmq.motion_time_ur5e,{rabbitmq}.rabbitmq.motion_time_kuka
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2,20,2,0,0,0,2.0,2.0
0.5,-0.19616716893495115,-0.1777960917323814,0.17749613029741787,-0.18507362905285324,-0.08966674173973434,-0.049617346574169316,13,39,3,-0.8496981269516117,0.049466300442981836,0.1459041212148181,-0.015425424208373908,0.0654420822039547,-0.007196045748036014,-0.11486210117602452,0.005970530706412259,0.08472242240522253,-0.023768497997275814,9,3,21,0.1400355086131192,-0.002638582783197743,1.2880383558259485,2,20,2,0,0,0,2.0,2.0
1.0,-1.1078408047986594,-1.0040913901355872,1.0023973782409223,-1.0451907894175196,-0.5063868529680455,-0.2802106053685728,1,32,-2,-0.5020112615124905,0.6662848475388298,-0.05814387055694877,-0.08711403881774092,0.3695797284028193,-0.04063918114409716,-0.6486759394988654,0.03371816792166784,0.478464144288167,-0.13423098316155513,-1,2,14,0.6417021618562089,-0.06932091882753516,0.9349623374505589,2,20,2,0,0,0,2.0,2.0
1.5,-2.0705929295987047,-1.8766816713016217,1.8735155042525693,-1.953497875575114,-0.9464546104960752,-0.5237233506489105,1,21,1,0.017372096985617903,0.6810254429325407,0.0708673790037368,-0.16281916324393153,0.690757344592452,-0.07595604059460657,-1.2123978536530369,0.06302042657682741,0.8942660984667604,-0.25088236817374826,-1,0,2,0.6725730973116507,-0.14194089658401574,0.3670333608091477,2,20,2,0,0,0,2.0,2.0
2.0,-2.3275332072784565,-2.109559463381302,2.1060004060498905,-2.1959078053213545,-1.0639003464279924,-0.5887122826690643,2,20,2,0.07799948294722175,0.6110003115631116,0.11999930177779308,-0.18302342474674127,0.7764735572732864,-0.08538144038364925,-1.3628445381379137,0.07084064351695041,1.0052357518327515,-0.2820144098329509,0,0,0,0.5999999999930833,-0.14499999999827043,0.24999999999942937,2,20,2,0,0,0,2.0,2.0
2.5,-2.3275332072784565,-2.109559463381302,2.1060004060498905,-2.1959078053213545,-1.0639003464279924,-0.5887122826690643,2,20,2,0.07799948294722175,0.6110003115631116,0.11999930177779308,-0.18302342474674127,0.7764735572732864,-0.08538144038364925,-1.3628445381379137,0.07084064351695041,1.0052357518327515,-0.2820144098329509,0,0,0,0.5999999999930833,-0.14499999999827043,0.24999999999942937,2,20,2,0,0,0,2.0,2.0
3.0,-2.327533207278459,-2.1095594633813026,2.106000406049889,-2.1959078053213514,-1.063900346427993,-0.588712282669065,2,20,2,0.07799948294722261,0.6110003115631117,0.11999930177779365,-0.18302342474674127,0.7764735572732866,-0.08538144038364925,-1.362844538137912,0.07084064351695034,1.0052357518327515,-0.2820144098329508,0,0,0,0.5999999999930841,-0.14499999999827057,0.24999999999942993,2,20,2,0,0,0,2.0,2.0
3.5,-2.327533207278459,-2.1095594633813026,2.106000406049889,-2.1959078053213514,-1.063900346427993,-0.588712282669065,2,20,2,0.07799948294722261,0.6110003115631117,0.11999930177779365,-0.18302342474674127,0.7764735572732866,-0.08538144038364925,-1.362844538137912,0.07084064351695034,1.0052357518327515,-0.2820144098329508,0,0,0,0.5999999999930841,-0.14499999999827057,0.24999999999942993,2,20,2,0,0,0,2.0,2.0
4.0,-2.327533207278459,-2.1095594633813026,2.106000406049889,-2.1959078053213514,-1.063900346427993,-0.588712282669065,2,20,2,0.07799948294722261,0.6110003115631117,0.11999930177779365,-0.18302342474674127,0.7764735572732866,-0.08538144038364925,-1.362844538137912,0.07084064351695034,1.0052357518327515,-0.2820144098329508,0,0,0,0.5999999999930841,-0.14499999999827057,0.24999999999942993,2,20,2,0,0,0,2.0,2.0
4.5,-2.327533207278459,-2.1095594633813026,2.106000406049889,-2.1959078053213514,-1.063900346427993,-0.588712282669065,2,20,2,0.07799948294722261,0.6110003115631117,0.11999930177779365,-0.18302342474674127,0.7764735572732866,-0.08538144038364925,-1.362844538137912,0.07084064351695034,1.0052357518327515,-0.2820144098329508,0,0,0,0.5999999999930841,-0.14499999999827057,0.24999999999942993,2,20,2,0,0,0,2.0,2.0
5.0,-2.327533207278459,-2.1095594633813026,2.106000406049889,-2.1959078053213514,-1.063900346427993,-0.588712282669065,2,20,2,0.07799948294722261,0.6110003115631117,0.11999930177779365,-0.18302342474674127,0.7764735572732866,-0.08538144038364925,-1.362844538137912,0.07084064351695034,1.0052357518327515,-0.2820144098329508,0,0,0,0.5999999999930841,-0.14499999999827057,0.24999999999942993,2,20,2,0,0,0,2.0,2.0
5.5,-2.327533207278459,-2.1095594633813026,2.106000406049889,-2.1959078053213514,-1.063900346427993,-0.588712282669065,2,20,2,0.07799948294722261,0.6110003115631117,0.11999930177779365,-0.18302342474674127,0.7764735572732866,-0.08538144038364925,-1.362844538137912,0.07084064351695034,1.0052357518327515,-0.2820144098329508,0,0,0,0.5999999999930841,-0.14499999999827057,0.24999999999942993,3,18,1,3,7,2,2.0,2.0
6.0,-2.559408511055615,-1.9815462088190898,2.196289256058673,-2.2882686352619714,-0.9389688656161888,-0.8211309594262024,3,18,1,0.17799810606200966,0.5610013232399421,0.06999581711799227,0.274886984957047,0.38543854148581524,0.191043019534755,-1.715785028717705,-0.08247942681095262,1.048197642823342,0.49345548466352185,3,7,2,0.44999999995364653,0.20499999997271856,0.34999999998567755,3,18,1,3,7,2,2.0,2.0
6.5,-2.559408511055615,-1.9815462088190898,2.196289256058673,-2.2882686352619714,-0.9389688656161889,-0.8211309594262018,3,18,1,0.17799810606200966,0.5610013232399421,0.06999581711799227,0.2748869849570469,0.385438541485815,0.1910430195347554,-1.7157850287177052,-0.08247942681095251,1.048197642823342,0.4934554846635224,3,7,2,0.4499999999536464,0.20499999997271864,0.3499999999856775,3,18,1,3,7,2,2.0,2.0
7.0,-2.559408511055615,-1.9815462088190898,2.196289256058673,-2.2882686352619714,-0.9389688656161889,-0.8211309594262018,3,18,1,0.17799810606200966,0.5610013232399421,0.06999581711799227,0.2748869849570469,0.385438541485815,0.1910430195347554,-1.7157850287177052,-0.08247942681095251,1.048197642823342,0.4934554846635224,3,7,2,0.4499999999536464,0.20499999997271864,0.3499999999856775,3,18,1,3,7,2,2.0,2.0
7.5,-2.559408511055615,-1.9815462088190898,2.196289256058673,-2.2882686352619714,-0.9389688656161889,-0.8211309594262018,3,18,1,0.17799810606200966,0.5610013232399421,0.06999581711799227,0.2748869849570469,0.385438541485815,0.1910430195347554,-1.7157850287177052,-0.08247942681095251,1.048197642823342,0.4934554846635224,3,7,2,0.4499999999536464,0.20499999997271864,0.3499999999856775,3,18,1,3,7,2,2.0,2.0
