time,{ur5e}.ur5e.actual_q0,{ur5e}.ur5e.actual_q1,{ur5e}.ur5e.actual_q2,{ur5e}.ur5e.actual_q3,{ur5e}.ur5e.actual_q4,{ur5e}.ur5e.actual_q5,{ur5e}.ur5e.actual_X,{ur5e}.ur5e.actual_Y,{ur5e}.ur5e.actual_Z,{ur5e}.ur5e.actual_x,{ur5e}.ur5e.actual_y,{ur5e}.ur5e.actual_z,{kuka}.kuka.actual_q0,{kuka}.kuka.actual_q1,{kuka}.kuka.actual_q2,{kuka}.kuka.actual_q3,{kuka}.kuka.actual_q4,{kuka}.kuka.actual_q5,{kuka}.kuka.actual_q6,{kuka}.kuka.actual_X,{kuka}.kuka.actual_Y,{kuka}.kuka.actual_Z,{kuka}.kuka.actual_x,{kuka}.kuka.actual_y,{kuka}.kuka.actual_z,{rabbitmq}.rabbitmq.target_X_ur5e,{rabbitmq}.rabbitmq.target_Y_ur5e,{rabbitmq}.rabbitmq.target_Z_ur5e,{rabbitmq}.rabbitmq.target_X_kuka,{rabbitmq}.rabbitmq.target_Y_kuka,{rabbitmq}.rabbitmq.target_Z_kuka,{rabbitmq}.rabbitmq.motion_time_ur5e,{rabbitmq}.rabbitmq.motion_time_kuka
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,6,16,1,8,11,2,1.0,1.0
0.2,-2.677250323020659,-2.0630122795116095,2.3169304305743053,-2.24439692690283,-0.8877512416475318,-0.9557553407345855,4,18,1,0.18155288932868036,0.5083595383057923,0.06948991519661249,0.29478145428244,0.28882321873240185,0.2328487265253619,-1.8516049409436912,-0.07794050843607118,1.0107958101524672,0.5597390995919488,4,7,2,0.3959438494423328,0.21282911805687313,0.3496573263935506,6,16,1,8,11,2,1.0,1.0
0.4,-2.7579612907154023,-2.037304942375278,2.3303456948229555,-2.213320580461263,-0.8650817298981108,-1.0600996151204072,4,17,1,0.20779368000333834,0.4871873415640173,0.06676636102538588,0.3647989558592891,0.3013055845909734,0.3289136489769938,-1.8500777994765085,-0.11510404031129765,1.015359166044375,0.7405534685668209,5,8,2,0.3599602741562695,0.26976280127645186,0.34769489456230546,6,16,1,8,11,2,1.0,1.0
0.6000000000000001,-2.8895292687860064,-1.9953990841603382,2.3522140882134703,-2.162662631685301,-0.8281278695999722,-1.2301925479186968,5,17,1,0.24673259391767935,0.4492817495492044,0.06638838019495968,0.47893537839435607,0.3216532484148178,0.4855103045675051,-1.84758838668908,-0.17568478771701174,1.022797950698595,1.0353012780852229,6,10,2,0.28476857622044843,0.34923783230443384,0.34720524936223396,6,16,1,8,11,2,1.0,1.0
0.8,-2.9889770297771197,-1.9637238708371507,2.368743663198597,-2.1243720106994832,-0.8001957031220762,-1.3587600122459544,6,16,1,0.27253850930289875,0.4183476112077862,0.0690636346154625,0.5652072192716012,0.33703335562901626,0.6038763918597772,-1.8457067242091751,-0.22147571478768116,1.0284206750818812,1.2580911251550801,8,11,2,0.21675048077497233,0.39603482953299884,0.34922825485660053,6,16,1,8,11,2,1.0,1.0
1.0,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
1.2,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
1.4,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
1.5999999999999999,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
1.7999999999999998,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
1.9999999999999998,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
2.1999999999999997,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
2.4,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
2.6,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
2.8000000000000003,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
3.0000000000000004,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
3.2000000000000006,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
3.400000000000001,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
3.600000000000001,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
3.800000000000001,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
4.000000000000001,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
4.200000000000001,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
4.400000000000001,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
4.600000000000001,-3.0118716067287785,-1.9564316945059739,2.372549054317549,-2.1155568542801753,-0.7937652402490921,-1.3883584433839185,6,16,1,0.2779999999695002,0.41100000000031656,0.07000000000421693,0.5850684738643706,0.340574119590225,0.6311262913745781,-1.8452735332955348,-0.232017570059827,1.0297151224861079,1.30938116172257,8,11,2,0.19999999994725323,0.40500000006209946,0.34999999989740904,6,16,1,8,11,2,1.0,1.0
